樣區編號,樣點代號,縣市,樣區名稱,樣區樣點編號,X.67,Y.67,X.97,Y.97,X_經度(度分秒),Y_緯度(度分秒),X_經度,Y_緯度,備註,環境特徵描述
B14-12,4,苗栗縣,230林道7k,B14-12-04,254516,2688542,254516,2688533,"121°02'40.16""","24°18'09.25""",121.04449,24.30257,林務局2020新增,
B14-12,5,苗栗縣,230林道7k,B14-12-05,254633,2688712,254633,2688703,"121°02'44.30""","24°18'14.76""",121.04564,24.30410,林務局2020新增,
B14-12,6,苗栗縣,230林道7k,B14-12-06,254810,2688894,254810,2688885,"121°02'50.60""","24°18'20.66""",121.04739,24.30574,林務局2020新增,
B15-01,1,宜蘭縣,望洋山(翠峰山屋),B15-01-01,311498,2711775,311498,2711766,"121°36'24.73""","24°30'40.07""",121.60687,24.51113,林務局2020新增,
B15-01,2,宜蘭縣,望洋山(翠峰山屋),B15-01-02,311686,2711693,311686,2711684,"121°36'31.39""","24°30'37.37""",121.60872,24.51038,林務局2020新增,
B15-01,3,宜蘭縣,望洋山(翠峰山屋),B15-01-03,311845,2711551,311845,2711542,"121°36'37.01""","24°30'32.72""",121.61028,24.50909,林務局2020新增,
B15-01,4,宜蘭縣,望洋山(翠峰山屋),B15-01-04,312058,2711523,312058,2711514,"121°36'44.57""","24°30'31.79""",121.61238,24.50883,林務局2020新增,
B15-01,5,宜蘭縣,望洋山(翠峰山屋),B15-01-05,312016,2711287,312016,2711278,"121°36'43.06""","24°30'24.12""",121.61196,24.50670,林務局2020新增,
B15-01,6,宜蘭縣,望洋山(翠峰山屋),B15-01-06,312182,2711163,312182,2711154,"121°36'48.92""","24°30'20.05""",121.61359,24.50557,林務局2020新增,
B16-01,1,花蓮縣,卡拉寶山,B16-01-01,289179,2675395,289179,2675386,"121°23'08.26""","24°11'00.18""",121.38563,24.18338,,
B16-01,2,花蓮縣,卡拉寶山,B16-01-02,289587,2675270,289587,2675261,"121°23'22.70""","24°10'56.05""",121.38964,24.18224,,
B16-01,3,花蓮縣,卡拉寶山,B16-01-03,289884,2675395,289884,2675386,"121°23'33.24""","24°11'00.09""",121.39257,24.18336,,
B16-01,4,花蓮縣,卡拉寶山,B16-01-04,289994,2675204,289993,2675195,"121°23'37.09""","24°10'53.85""",121.39364,24.18163,,
B16-01,5,花蓮縣,卡拉寶山,B16-01-05,290697,2675206,290696,2675197,"121°24'02.03""","24°10'53.88""",121.40056,24.18163,,
B16-01,6,花蓮縣,卡拉寶山,B16-01-06,290929,2675098,290928,2675089,"121°24'10.24""","24°10'50.34""",121.40284,24.18065,,
B16-01,7,花蓮縣,卡拉寶山,B16-01-07,290300,2675097,290299,2675088,"121°23'47.95""","24°10'50.36""",121.39665,24.18066,,
B16-01,8,花蓮縣,卡拉寶山,B16-01-08,289584,2674838,289584,2674829,"121°23'22.55""","24°10'42.01""",121.38960,24.17834,,
B16-01,9,花蓮縣,卡拉寶山,B16-01-09,289025,2674488,289025,2674479,"121°23'02.72""","24°10'30.69""",121.38409,24.17519,,
B16-01,10,花蓮縣,卡拉寶山,B16-01-10,288609,2674184,288609,2674175,"121°22'47.98""","24°10'20.84""",121.37999,24.17246,,
B16-02,1,花蓮縣,花蓮縣關原,B16-02-01,286766,2674980,286766,2674971,"121°21'42.72""","24°10'46.87""",121.36187,24.17969,,
B16-02,2,花蓮縣,花蓮縣關原,B16-02-02,284954,2675896,284954,2675887,"121°20'38.61""","24°11'16.81""",121.34406,24.18800,,
B16-02,3,花蓮縣,花蓮縣關原,B16-02-03,284774,2675610,284774,2675601,"121°20'32.19""","24°11'07.51""",121.34228,24.18542,,
B16-02,4,花蓮縣,花蓮縣關原,B16-02-04,284402,2675796,284402,2675787,"121°20'19.03""","24°11'13.59""",121.33862,24.18711,,
B16-02,7,花蓮縣,花蓮縣關原,B16-02-07,284098,2675721,284098,2675712,"121°20'08.26""","24°11'11.18""",121.33563,24.18644,,
B16-02,8,花蓮縣,花蓮縣關原,B16-02-08,285145,2676079,285145,2676070,"121°20'45.39""","24°11'22.74""",121.34594,24.18965,,
B17-01,1,花蓮縣,磐石(瀧溪山),B17-01-01,289791,2657627,289791,2657618,"121°23'28.21""","24°01'22.55""",121.39117,24.02293,林務局2020新增,
B17-01,2,花蓮縣,磐石(瀧溪山),B17-01-02,289612,2657711,289612,2657702,"121°23'21.88""","24°01'25.28""",121.38941,24.02369,林務局2020新增,
B17-01,3,花蓮縣,磐石(瀧溪山),B17-01-03,289493,2657938,289493,2657929,"121°23'17.66""","24°01'32.70""",121.38824,24.02575,林務局2020新增,
B17-01,4,花蓮縣,磐石(瀧溪山),B17-01-04,289318,2658112,289318,2658103,"121°23'11.51""","24°01'38.35""",121.38653,24.02732,林務局2020新增,
B17-01,5,花蓮縣,磐石(瀧溪山),B17-01-05,289134,2658454,289134,2658445,"121°23'05.03""","24°01'49.48""",121.38473,24.03041,林務局2020新增,
B17-01,6,花蓮縣,磐石(瀧溪山),B17-01-06,288987,2658677,288987,2658668,"121°22'59.84""","24°01'56.75""",121.38329,24.03243,林務局2020新增,
B17-01,7,花蓮縣,磐石(瀧溪山),B17-01-07,288886,2658883,288886,2658874,"121°22'56.28""","24°02'03.44""",121.38230,24.03429,林務局2020新增,
B17-02,1,花蓮縣,西林村,B17-02-01,290835,2634420,290835,2634411,"121°24'02.81""","23°48'48.10""",121.40078,23.81336,林務局2020新增,
B17-02,2,花蓮縣,西林村,B17-02-02,291086,2634572,291086,2634563,"121°24'11.70""","23°48'52.99""",121.40325,23.81472,林務局2020新增,
B17-02,3,花蓮縣,西林村,B17-02-03,291371,2634826,291371,2634817,"121°24'21.78""","23°49'01.24""",121.40605,23.81701,林務局2020新增,
B17-02,4,花蓮縣,西林村,B17-02-04,291152,2634847,291152,2634838,"121°24'14.04""","23°49'01.96""",121.40390,23.81721,林務局2020新增,
B17-02,5,花蓮縣,西林村,B17-02-05,291446,2635105,291446,2635096,"121°24'24.48""","23°49'10.31""",121.40680,23.81953,林務局2020新增,
B17-02,6,花蓮縣,西林村,B17-02-06,291626,2635367,291626,2635358,"121°24'30.85""","23°49'18.80""",121.40857,23.82189,林務局2020新增,
B19-02,1,花蓮縣,中平林道14K,B19-02-01,275927,2590708,275927,2590699,"121°15'13.36""","23°25'08.22""",121.25371,23.41895,林務局2020新增,
B19-02,2,花蓮縣,中平林道14K,B19-02-02,276155,2590700,276155,2590691,"121°15'21.38""","23°25'07.97""",121.25594,23.41888,林務局2020新增,
B19-02,3,花蓮縣,中平林道14K,B19-02-03,276382,2590680,276382,2590671,"121°15'29.38""","23°25'07.28""",121.25816,23.41869,林務局2020新增,
B19-02,4,花蓮縣,中平林道14K,B19-02-04,276595,2590653,276595,2590644,"121°15'36.86""","23°25'06.38""",121.26024,23.41844,林務局2020新增,
B19-02,5,花蓮縣,中平林道14K,B19-02-05,276569,2590357,276569,2590348,"121°15'35.93""","23°24'56.77""",121.25998,23.41577,林務局2020新增,
B19-02,6,花蓮縣,中平林道14K,B19-02-06,276805,2590460,276805,2590451,"121°15'44.24""","23°25'00.12""",121.26229,23.41670,林務局2020新增,
B19-02,7,花蓮縣,中平林道14K,B19-02-07,277041,2590473,277041,2590464,"121°15'52.56""","23°25'00.52""",121.26460,23.41681,林務局2020新增,
B19-02,8,花蓮縣,中平林道14K,B19-02-08,277248,2590632,277248,2590623,"121°15'59.87""","23°25'05.66""",121.26663,23.41824,林務局2020新增,
B20-02,1,花蓮縣,苳苳園西山,B20-02-01,271073,2571743,271073,2571734,"121°12'21.38""","23°14'51.94""",121.20594,23.24776,林務局2020新增,
B20-02,2,花蓮縣,苳苳園西山,B20-02-02,271263,2571907,271263,2571898,"121°12'28.08""","23°14'57.26""",121.20780,23.24924,林務局2020新增,
B20-02,3,花蓮縣,苳苳園西山,B20-02-03,271331,2572173,271331,2572164,"121°12'30.49""","23°15'05.90""",121.20847,23.25164,林務局2020新增,
B20-02,4,花蓮縣,苳苳園西山,B20-02-04,271529,2572579,271529,2572570,"121°12'37.48""","23°15'19.12""",121.21041,23.25531,林務局2020新增,
B20-02,5,花蓮縣,苳苳園西山,B20-02-05,271679,2572852,271679,2572843,"121°12'42.77""","23°15'27.97""",121.21188,23.25777,林務局2020新增,
B20-02,6,花蓮縣,苳苳園西山,B20-02-06,271999,2572929,271999,2572920,"121°12'54.04""","23°15'30.46""",121.21501,23.25846,林務局2020新增,
B20-02,7,花蓮縣,苳苳園西山,B20-02-07,272219,2572982,272219,2572973,"121°13'01.78""","23°15'32.18""",121.21716,23.25894,林務局2020新增,
B21-01,1,台東縣,台東縣向陽,B21-01-01,248492,2571894,248492,2571885,"120°59'06.94""","23°14'57.34""",120.98526,23.24926,,
B21-01,2,台東縣,台東縣向陽,B21-01-02,248550,2571740,248550,2571731,"120°59'08.98""","23°14'52.33""",120.98583,23.24787,,
B21-01,4,台東縣,台東縣向陽,B21-01-04,248553,2571528,248553,2571519,"120°59'09.09""","23°14'45.47""",120.98586,23.24596,,
B21-01,5,台東縣,台東縣向陽,B21-01-05,248664,2571049,248664,2571040,"120°59'13.00""","23°14'29.87""",120.98694,23.24163,,
B21-01,6,台東縣,台東縣向陽,B21-01-06,248338,2570917,248338,2570908,"120°59'01.53""","23°14'25.58""",120.98376,23.24044,,
B21-01,7,台東縣,台東縣向陽,B21-01-07,248408,2570672,248408,2570664,"120°59'03.99""","23°14'17.64""",120.98444,23.23823,,
B21-01,8,台東縣,台東縣向陽,B21-01-08,248583,2570886,248583,2570877,"120°59'10.15""","23°14'24.57""",120.98615,23.24016,,
B21-01,9,台東縣,台東縣向陽,B21-01-09,248921,2571020,248921,2571011,"120°59'22.07""","23°14'28.92""",120.98946,23.24137,,
B21-01,10,台東縣,台東縣向陽,B21-01-10,249091,2571392,249091,2571383,"120°59'28.02""","23°14'41.02""",120.99112,23.24473,,
B21-02,1,臺東縣,南部橫貫公路1687,B21-02-01,253299,2567436,253299,2567427,"121°01'56.03""","23°12'32.40""",121.03223,23.20900,林務局2020新增,
B21-02,2,臺東縣,南部橫貫公路1687,B21-02-02,253040,2567439,253040,2567430,"121°01'46.92""","23°12'32.51""",121.02970,23.20903,林務局2020新增,
B21-02,3,臺東縣,南部橫貫公路1687,B21-02-03,252801,2567639,252801,2567630,"121°01'38.53""","23°12'38.99""",121.02737,23.21083,林務局2020新增,
B21-02,4,臺東縣,南部橫貫公路1687,B21-02-04,252406,2567705,252406,2567696,"121°01'24.64""","23°12'41.15""",121.02351,23.21143,林務局2020新增,
B21-02,5,臺東縣,南部橫貫公路1687,B21-02-05,252219,2567945,252219,2567936,"121°01'18.05""","23°12'48.96""",121.02168,23.21360,林務局2020新增,
B21-02,6,臺東縣,南部橫貫公路1687,B21-02-06,252018,2568241,252018,2568232,"121°01'10.99""","23°12'58.57""",121.01972,23.21627,林務局2020新增,
B22-01,1,台東縣,台東縣大武山雙鬼湖利嘉林道,B22-01-01,250853,2525996,250853,2525987,"121°00'29.92""","22°50'05.16""",121.00831,22.83477,,
B22-01,2,台東縣,台東縣大武山雙鬼湖利嘉林道,B22-01-02,250852,2526055,250852,2526047,"121°00'29.88""","22°50'07.11""",121.00830,22.83531,,
B22-01,3,台東縣,台東縣大武山雙鬼湖利嘉林道,B22-01-03,250676,2526091,250676,2526082,"121°00'23.74""","22°50'08.25""",121.00659,22.83563,,
B22-01,4,台東縣,台東縣大武山雙鬼湖利嘉林道,B22-01-04,250461,2526199,250461,2526191,"121°00'16.17""","22°50'11.80""",121.00449,22.83661,,
B22-01,5,台東縣,台東縣大武山雙鬼湖利嘉林道,B22-01-05,250222,2526286,250222,2526277,"121°00'07.78""","22°50'14.59""",121.00216,22.83739,,
B22-01,6,台東縣,台東縣大武山雙鬼湖利嘉林道,B22-01-06,249955,2526358,249955,2526349,"120°59'58.42""","22°50'16.93""",120.99956,22.83804,,
B22-01,7,台東縣,台東縣大武山雙鬼湖利嘉林道,B22-01-07,249550,2526552,249550,2526543,"120°59'44.25""","22°50'23.24""",120.99562,22.83979,,
B28-01,1,台中市,台中縣鳶嘴山,B28-01-01,242371,2682185,242371,2682175,"120°55'29.54""","24°14'42.53""",120.92487,24.24515,,
B28-01,2,台中市,台中縣鳶嘴山,B28-01-02,242542,2682019,242542,2682010,"120°55'35.61""","24°14'37.17""",120.92656,24.24366,,
B28-01,3,台中市,台中縣鳶嘴山,B28-01-03,242734,2682060,242734,2682051,"120°55'42.41""","24°14'38.50""",120.92845,24.24403,,
B28-01,4,台中市,台中縣鳶嘴山,B28-01-04,242937,2682201,242937,2682192,"120°55'49.61""","24°14'43.09""",120.93045,24.24530,,
B28-01,5,台中市,台中縣鳶嘴山,B28-01-05,243041,2682149,243041,2682139,"120°55'53.30""","24°14'41.40""",120.93147,24.24483,,
B28-01,6,台中市,台中縣鳶嘴山,B28-01-06,243379,2682270,243379,2682261,"120°56'05.28""","24°14'45.34""",120.93480,24.24593,,
B28-01,7,台中市,台中縣鳶嘴山,B28-01-07,243239,2682468,243239,2682458,"120°56'00.31""","24°14'51.75""",120.93342,24.24771,,
B28-01,8,台中市,台中縣鳶嘴山,B28-01-08,243370,2682448,243370,2682438,"120°56'04.95""","24°14'51.10""",120.93471,24.24753,,
B28-01,9,台中市,台中縣鳶嘴山,B28-01-09,243453,2682336,243453,2682326,"120°56'07.90""","24°14'47.46""",120.93553,24.24652,,
B28-02,1,苗栗縣,紅毛山(大坪),B28-02-01,248681,2713374,248681,2713365,"120°59'13.13""","24°31'36.41""",120.98698,24.52678,林務局2020新增,
B28-02,2,苗栗縣,紅毛山(大坪),B28-02-02,249016,2713182,249016,2713173,"120°59'25.04""","24°31'30.18""",120.99029,24.52505,林務局2020新增,
B28-02,3,苗栗縣,紅毛山(大坪),B28-02-03,249317,2712755,249317,2712746,"120°59'35.74""","24°31'16.32""",120.99326,24.52120,林務局2020新增,
B28-02,4,苗栗縣,紅毛山(大坪),B28-02-04,248054,2712685,248054,2712676,"120°58'50.88""","24°31'14.02""",120.98080,24.52056,林務局2020新增,
B28-02,5,苗栗縣,紅毛山(大坪),B28-02-05,248053,2712898,248053,2712889,"120°58'50.81""","24°31'20.96""",120.98078,24.52249,林務局2020新增,
B28-02,6,苗栗縣,紅毛山(大坪),B28-02-06,248356,2713083,248356,2713074,"120°59'01.61""","24°31'26.98""",120.98378,24.52416,林務局2020新增,
B28-04,5,台中市,出雲山苗圃,B28-04-05,239429,2679922,239429,2679912,"120°53'45.31""","24°13'28.92""",120.89592,24.22470,,
B28-04,10,台中市,出雲山苗圃,B28-04-10,239252,2680387,239252,2680378,"120°53'39.01""","24°13'44.04""",120.89417,24.22890,,
B28-04,12,台中市,出雲山苗圃,B28-04-12,239819,2680712,239819,2680703,"120°53'59.10""","24°13'54.62""",120.89975,24.23184,,
B28-04,13,台中市,出雲山苗圃,B28-04-13,239990,2680518,239990,2680509,"120°54'05.18""","24°13'48.32""",120.90144,24.23009,,
B28-04,14,台中市,出雲山苗圃,B28-04-14,240006,2680301,240006,2680292,"120°54'05.76""","24°13'41.27""",120.90160,24.22813,,
B28-04,15,台中市,出雲山苗圃,B28-04-15,239959,2680952,239959,2680943,"120°54'04.07""","24°14'02.44""",120.90113,24.23401,,
B28-04,16,台中市,出雲山苗圃,B28-04-16,239639,2680415,239639,2680406,"120°53'52.73""","24°13'44.98""",120.89798,24.22916,,
B28-04,17,台中市,出雲山苗圃,B28-04-17,240119,2679928,240119,2679918,"120°54'09.76""","24°13'29.14""",120.90271,24.22476,,
B28-04,18,台中市,出雲山苗圃,B28-04-18,240144,2679614,240144,2679605,"120°54'10.66""","24°13'18.95""",120.90296,24.22193,,
B28-05,1,苗栗縣,馬拉邦山,B28-05-01,240592,2695525,240592,2695516,"120°54'26.17""","24°21'56.16""",120.90727,24.36560,林務局2020新增,
B28-05,2,苗栗縣,馬拉邦山,B28-05-02,240465,2695726,240465,2695717,"120°54'21.64""","24°22'02.68""",120.90601,24.36741,林務局2020新增,
B28-05,3,苗栗縣,馬拉邦山,B28-05-03,240334,2695563,240334,2695554,"120°54'16.99""","24°21'57.38""",120.90472,24.36594,林務局2020新增,
B28-05,4,苗栗縣,馬拉邦山,B28-05-04,240149,2695698,240149,2695689,"120°54'10.44""","24°22'01.78""",120.90290,24.36716,林務局2020新增,
B28-05,5,苗栗縣,馬拉邦山,B28-05-05,240601,2695950,240601,2695941,"120°54'26.46""","24°22'09.95""",120.90735,24.36943,林務局2020新增,
B28-05,6,苗栗縣,馬拉邦山,B28-05-06,240290,2695931,240290,2695922,"120°54'15.44""","24°22'09.34""",120.90429,24.36926,林務局2020新增,
B28-06,1,台中市,大雪山210林道B,B28-06-01,247441,2682225,247441,2682216,"120°58'29.28""","24°14'43.89""",120.97480,24.24553,,
B28-06,2,台中市,大雪山210林道B,B28-06-02,247495,2682362,247495,2682353,"120°58'31.19""","24°14'48.38""",120.97533,24.24677,,
B28-06,3,台中市,大雪山210林道B,B28-06-03,247694,2682444,247694,2682435,"120°58'38.25""","24°14'51.04""",120.97729,24.24751,,
B28-06,4,台中市,大雪山210林道B,B28-06-04,247849,2682601,247849,2682592,"120°58'43.74""","24°14'56.15""",120.97882,24.24893,,
B28-06,5,台中市,大雪山210林道B,B28-06-05,247900,2683032,247900,2683023,"120°58'45.55""","24°15'10.16""",120.97932,24.25282,,
B28-06,6,台中市,大雪山210林道B,B28-06-06,248000,2683327,248000,2683317,"120°58'49.07""","24°15'19.73""",120.98030,24.25548,,
B28-06,7,台中市,大雪山210林道B,B28-06-07,248075,2683803,248075,2683794,"120°58'51.75""","24°15'35.19""",120.98104,24.25978,,
B28-06,8,台中市,大雪山210林道B,B28-06-08,248283,2683965,248283,2683955,"120°58'59.12""","24°15'40.45""",120.98309,24.26124,,
B28-06,9,台中市,大雪山210林道B,B28-06-09,248404,2684187,248404,2684178,"120°59'03.41""","24°15'47.70""",120.98428,24.26325,,
B28-06,10,台中市,大雪山210林道B,B28-06-10,248415,2684456,248415,2684447,"120°59'03.80""","24°15'56.45""",120.98439,24.26568,,
B29-01,1,台中市,吹上山,B29-01-01,269669,2682483,269668,2682474,"121°11'37.30""","24°14'51.87""",121.19369,24.24774,,
B29-01,2,台中市,吹上山,B29-01-02,269669,2682217,269669,2682208,"121°11'37.29""","24°14'43.23""",121.19369,24.24534,,
B29-01,3,台中市,吹上山,B29-01-03,269891,2682076,269891,2682066,"121°11'45.15""","24°14'38.63""",121.19588,24.24406,,
B29-01,4,台中市,吹上山,B29-01-04,269508,2682881,269507,2682872,"121°11'31.58""","24°15'04.82""",121.19211,24.25134,,
B29-01,5,台中市,吹上山,B29-01-05,269393,2683167,269393,2683158,"121°11'27.55""","24°15'14.12""",121.19099,24.25392,,
B29-01,6,台中市,吹上山,B29-01-06,269572,2683255,269572,2683246,"121°11'33.90""","24°15'16.97""",121.19275,24.25471,,
B29-01,7,台中市,吹上山,B29-01-07,269656,2682727,269656,2682717,"121°11'36.86""","24°14'59.77""",121.19357,24.24994,,
B29-02,1,南投縣,力行二號橋,B29-02-01,271000,2672503,271000,2672494,"121°12'23.96""","24°09'27.41""",121.20666,24.15761,,
B29-02,2,南投縣,力行二號橋,B29-02-02,271273,2672426,271273,2672417,"121°12'33.63""","24°09'24.86""",121.20934,24.15691,,
B29-02,3,南投縣,力行二號橋,B29-02-03,271593,2672412,271593,2672403,"121°12'44.96""","24°09'24.42""",121.21249,24.15678,,
B29-02,4,南投縣,力行二號橋,B29-02-04,271634,2672629,271634,2672620,"121°12'46.43""","24°09'31.47""",121.21290,24.15874,,
B29-02,5,南投縣,力行二號橋,B29-02-05,272104,2672912,272104,2672903,"121°13'03.12""","24°09'40.63""",121.21753,24.16129,,
B29-02,6,南投縣,力行二號橋,B29-02-06,271876,2672965,271875,2672956,"121°12'55.02""","24°09'42.39""",121.21528,24.16177,,
B29-02,7,南投縣,力行二號橋,B29-02-07,271652,2673068,271652,2673058,"121°12'47.09""","24°09'45.71""",121.21308,24.16270,,
B29-02,8,南投縣,力行二號橋,B29-02-08,271412,2673156,271412,2673147,"121°12'38.59""","24°09'48.61""",121.21072,24.16350,,
B29-02,9,南投縣,力行二號橋,B29-02-09,271155,2673044,271155,2673034,"121°12'29.48""","24°09'44.96""",121.20819,24.16249,,
B29-02,10,南投縣,力行二號橋,B29-02-10,270895,2673228,270895,2673219,"121°12'20.28""","24°09'50.98""",121.20563,24.16416,,
B29-03,1,臺中市,銀龍瀑布群,B29-03-01,240653,2670901,240653,2670892,"120°54'28.91""","24°08'35.74""",120.90803,24.14326,林務局2020新增,
B29-03,2,臺中市,銀龍瀑布群,B29-03-02,240706,2671092,240706,2671083,"120°54'30.78""","24°08'41.96""",120.90855,24.14499,林務局2020新增,
B29-03,3,臺中市,銀龍瀑布群,B29-03-03,240669,2671323,240669,2671314,"120°54'29.45""","24°08'49.45""",120.90818,24.14707,林務局2020新增,
B29-03,4,臺中市,銀龍瀑布群,B29-03-04,240630,2671519,240630,2671510,"120°54'28.08""","24°08'55.82""",120.90780,24.14884,林務局2020新增,
B29-03,5,臺中市,銀龍瀑布群,B29-03-05,240444,2671555,240444,2671546,"120°54'21.49""","24°08'56.98""",120.90597,24.14916,林務局2020新增,
B29-03,6,臺中市,銀龍瀑布群,B29-03-06,240321,2671411,240321,2671402,"120°54'17.14""","24°08'52.30""",120.90476,24.14786,林務局2020新增,
B30-01,1,南投縣,南投縣松崗,B30-01-01,267770,2665157,267770,2665148,"121°10'29.21""","24°05'28.76""",121.17478,24.09132,,
B30-01,2,南投縣,南投縣松崗,B30-01-02,267583,2664922,267583,2664913,"121°10'22.58""","24°05'21.13""",121.17294,24.08920,,
B30-01,3,南投縣,南投縣松崗,B30-01-03,267397,2664707,267397,2664698,"121°10'15.99""","24°05'14.15""",121.17111,24.08726,,
B30-01,4,南投縣,南投縣松崗,B30-01-04,267375,2664476,267375,2664467,"121°10'15.20""","24°05'06.64""",121.17089,24.08518,,
B30-01,5,南投縣,南投縣松崗,B30-01-05,267220,2664255,267220,2664246,"121°10'09.70""","24°04'59.43""",121.16936,24.08318,,
B30-01,6,南投縣,南投縣松崗,B30-01-06,267046,2664045,267046,2664036,"121°10'03.53""","24°04'52.64""",121.16765,24.08129,,
B30-01,7,南投縣,南投縣松崗,B30-01-07,267132,2663835,267132,2663826,"121°10'06.57""","24°04'45.81""",121.16849,24.07939,,
B30-01,8,南投縣,南投縣松崗,B30-01-08,267162,2663634,267162,2663625,"121°10'07.62""","24°04'39.28""",121.16878,24.07758,,
B30-01,9,南投縣,南投縣松崗,B30-01-09,267164,2663427,267164,2663418,"121°10'07.68""","24°04'32.55""",121.16880,24.07571,,
B30-01,10,南投縣,南投縣松崗,B30-01-10,267151,2663195,267151,2663186,"121°10'07.21""","24°04'25.01""",121.16867,24.07361,,
B30-02,1,南投縣,南投縣萬大水庫,B30-02-01,263044,2652219,263044,2652209,"121°07'41.46""","23°58'28.36""",121.12818,23.97454,,
B30-02,2,南投縣,南投縣萬大水庫,B30-02-02,263166,2652406,263166,2652397,"121°07'45.78""","23°58'34.44""",121.12938,23.97623,,
B30-02,3,南投縣,南投縣萬大水庫,B30-02-03,263343,2652282,263343,2652273,"121°07'52.04""","23°58'30.40""",121.13112,23.97511,,
B30-02,4,南投縣,南投縣萬大水庫,B30-02-04,263620,2652259,263620,2652250,"121°08'01.83""","23°58'29.64""",121.13384,23.97490,,
B30-02,5,南投縣,南投縣萬大水庫,B30-02-05,263455,2652615,263455,2652606,"121°07'56.01""","23°58'41.25""",121.13222,23.97812,,
B30-02,6,南投縣,南投縣萬大水庫,B30-02-06,263791,2652723,263791,2652714,"121°08'07.90""","23°58'44.72""",121.13553,23.97909,,
B30-02,7,南投縣,南投縣萬大水庫,B30-02-07,263491,2652959,263491,2652950,"121°07'57.29""","23°58'52.40""",121.13258,23.98122,,
B30-02,8,南投縣,南投縣萬大水庫,B30-02-08,263300,2653209,263300,2653200,"121°07'50.54""","23°59'00.54""",121.13071,23.98348,,
B30-02,9,南投縣,南投縣萬大水庫,B30-02-09,263400,2653484,263400,2653474,"121°07'54.09""","23°59'09.47""",121.13169,23.98596,,
B30-02,10,南投縣,南投縣萬大水庫,B30-02-10,263249,2653719,263249,2653710,"121°07'48.76""","23°59'17.12""",121.13021,23.98809,,
B30-04,1,南投縣,南投縣瑞岩溪,B30-04-01,269060,2666293,269060,2666283,"121°11'14.91""","24°06'05.60""",121.18748,24.10156,,
B30-04,2,南投縣,南投縣瑞岩溪,B30-04-02,269489,2666313,269489,2666304,"121°11'30.13""","24°06'06.26""",121.19170,24.10174,,
B30-04,3,南投縣,南投縣瑞岩溪,B30-04-03,269886,2666624,269886,2666615,"121°11'44.21""","24°06'16.33""",121.19561,24.10454,,
B30-04,4,南投縣,南投縣瑞岩溪,B30-04-04,270321,2667206,270321,2667197,"121°11'59.64""","24°06'35.25""",121.19990,24.10979,,
B30-04,5,南投縣,南投縣瑞岩溪,B30-04-05,270036,2666994,270036,2666985,"121°11'49.51""","24°06'28.38""",121.19709,24.10788,,
B30-04,6,南投縣,南投縣瑞岩溪,B30-04-06,269844,2667479,269844,2667470,"121°11'42.76""","24°06'44.15""",121.19521,24.11226,,
B30-04,7,南投縣,南投縣瑞岩溪,B30-04-07,269515,2667781,269515,2667771,"121°11'31.13""","24°06'53.98""",121.19198,24.11499,,
B30-04,8,南投縣,南投縣瑞岩溪,B30-04-08,270161,2667481,270161,2667472,"121°11'53.99""","24°06'44.20""",121.19833,24.11228,,
B30-04,9,南投縣,南投縣瑞岩溪,B30-04-09,269654,2666759,269654,2666749,"121°11'36.00""","24°06'20.73""",121.19333,24.10576,,
B30-04,10,南投縣,南投縣瑞岩溪,B30-04-10,269228,2666435,269228,2666425,"121°11'20.90""","24°06'10.24""",121.18914,24.10284,,
B30-07,1,南投縣,春陽,B30-07-01,266223,2658238,266223,2658228,"121°09'34.15""","24°01'43.89""",121.15949,24.02886,,
B30-07,2,南投縣,春陽,B30-07-02,265876,2658120,265876,2658111,"121°09'21.87""","24°01'40.09""",121.15608,24.02780,,
B30-07,3,南投縣,春陽,B30-07-03,266453,2658310,266453,2658301,"121°09'42.30""","24°01'46.22""",121.16175,24.02951,,
B30-07,4,南投縣,春陽,B30-07-04,266718,2658369,266718,2658360,"121°09'51.68""","24°01'48.16""",121.16436,24.03004,,
B30-07,5,南投縣,春陽,B30-07-05,266935,2658412,266935,2658403,"121°09'59.36""","24°01'49.55""",121.16649,24.03043,,
B30-07,6,南投縣,春陽,B30-07-06,267207,2658425,267207,2658416,"121°10'08.99""","24°01'49.93""",121.16916,24.03054,,
B30-07,7,南投縣,春陽,B30-07-07,267464,2658350,267464,2658341,"121°10'18.08""","24°01'47.51""",121.17169,24.02986,,
B30-07,8,南投縣,春陽,B30-07-08,266291,2658546,266291,2658536,"121°09'36.57""","24°01'53.89""",121.16016,24.03164,,
B30-07,9,南投縣,春陽,B30-07-09,266550,2658662,266550,2658653,"121°09'45.74""","24°01'57.69""",121.16271,24.03269,,
B30-07,10,南投縣,春陽,B30-07-10,266307,2658775,266307,2658766,"121°09'37.15""","24°02'01.34""",121.16032,24.03371,,
B30-08,1,南投縣,奧萬大森林遊樂區,B30-08-01,268485,2649787,268485,2649778,"121°10'53.83""","23°57'09.11""",121.18162,23.95253,,
B30-08,2,南投縣,奧萬大森林遊樂區,B30-08-02,268546,2649597,268546,2649587,"121°10'55.98""","23°57'02.90""",121.18222,23.95081,,
B30-08,3,南投縣,奧萬大森林遊樂區,B30-08-03,268707,2649348,268707,2649338,"121°11'01.63""","23°56'54.83""",121.18379,23.94856,,
B30-08,4,南投縣,奧萬大森林遊樂區,B30-08-04,268864,2649145,268864,2649136,"121°11'07.20""","23°56'48.23""",121.18533,23.94673,,
